ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PriceIndex_6m,percenFCFpersharetoprice
TNR.bk,SET,2025-02-05,Household & Personal Products,Consumer Defensive,3049016064.0,0.185,0.2976,2.4359777,31.596,0.53572,1.518,1.81,1067292000.0,311061000.0,448014000.0,2024-09-30,-16321000.0,-0.0342,0.3938729036902838,7.699999809265137,10.094117164611816,0.1469372383077087,0.3250357491876174,-0.005352874388791676,4.151933596279081,4.254143541030462,0.7628205303837734,0.024025974621115713
TOA.bk,SET,2025-02-05,Specialty Chemicals,Basic Materials,27850301440.0,3.659,0.11283,1.7591925,9.561,0.17426,2.915,1.0,6418476000.0,9024932000.0,2975296740.0,2024-09-30,252619500.0,0.1711,1.0574404078239061,12.100000381469727,17.394189834594727,0.10683176074089919,0.1926580415410899,0.009070619955200025,8.441000381469728,12.100000381469727,0.6956346053786556,0.30239668468139
TOG.bk,SET,2025-02-05,Medical Instruments & Supplies,Healthcare,5961733632.0,0.68,0.1244,2.055956,64.254,0.19428,1.543,0.82,1977894000.0,866563000.0,501756037.0,2024-09-30,-25167000.0,0.1357,0.4160674194036981,9.550000190734863,9.178441047668457,0.08416277344341438,0.1763978281267743,-0.004221423088229649,10.8170734033352,11.646341696018126,1.0404817268135955,0.0712041870595685
TOP.bk,SET,2025-02-05,Oil & Gas Refining & Marketing,Energy,204786401280.0,11.173,0.0232,0.33808,101.908,0.06158,1.727,4.4,296753784000.0,43773655000.0,10952892340.0,2024-09-30,3884245000.0,0.0624,0.9854362441314181,25.75,47.39668273925781,0.0534844709977805,0.032164492741508566,0.018967299467747157,3.312954545454545,5.852272727272727,0.5432869667621641,0.4339029126213592
TOPP.bk,SET,2025-02-05,Packaging & Containers,Consumer Cyclical,722488064.0,66.104,0.07237,0.6166753,6.379,0.0733,6.485,18.29,831287113.0,999606876.0,115078510.0,2024-09-30,-19566012.5,0.0653,-0.01393272932071795,167.0,168.5,0.15928084591858394,0.06285372648082903,-0.027081433555696775,5.516457080371788,9.130672498633134,0.9910979228486647,0.3958323353293413
TPA.bk,SET,2025-02-05,Specialty Chemicals,Basic Materials,380691840.0,0.946,0.01154,0.95265424,2.419,0.02427,1.883,-0.08,227621168.0,190552632.0,-14109996.0,2024-09-30,-11129724.5,0.0289,0.6755119708093521,3.299999952316284,3.680000066757202,-0.037064088371318915,-0.033741941747665684,-0.029235521570412436,-29.424999403953557,-41.24999940395355,0.896739101209916,0.28666667080888847
TPAC.bk,SET,2025-02-05,Packaging & Containers,Consumer Cyclical,7080627200.0,0.766,0.06717,1.1512718,109.72,0.18325001,1.077,1.34,4993366000.0,129346000.0,771587018.0,2024-09-30,286536000.0,0.1274,0.32780478155637727,8.699999809265137,11.699999809265137,0.10897156370554292,0.15062080749415543,0.04046760151417095,5.920895380048609,6.492537171093385,0.7435897394097114,0.08804597894177446
TPBI.bk,SET,2025-02-05,Packaging & Containers,Consumer Cyclical,2536478464.0,0.471,0.0542,0.592867,27.963,0.1094,1.596,0.89,2339523000.0,867348000.0,451362547.0,2024-09-30,69417500.0,0.0759,0.35385924577875055,3.859999895095825,3.9200000762939453,0.17794850356750358,0.140748582340855,0.027367667806068943,3.8078650506694665,4.337078533815534,0.9846938316249102,0.12202072870478856
TPIPL.bk,SET,2025-02-05,Building Materials,Basic Materials,100007919616.0,0.774,0.07253,0.33898306,129.281,0.057800002,1.163,0.06,123250045000.0,7038472000.0,4462203000.0,2024-09-30,-1614237000.0,0.0624,0.7446259284149568,1.0,1.0726984739303589,0.04461849638642122,0.034248628372982405,-0.01614109168752014,3.7666666666666666,16.666666666666668,0.9322284167479121,0.774
TPIPP.bk,SET,2025-02-05,Utilities - Renewable,Utilities,48849457152.0,0.455,0.30328,0.7350385,82.208,0.09739,2.556,0.38,55786850000.0,5730248000.0,3206718000.0,2024-09-30,-1254512500.0,0.0865,0.44418468143653084,2.9600000381469727,2.679871082305908,0.06564490553133424,0.05212726387060716,-0.025681196335436404,6.592105363544665,7.789473784597297,1.104530758099015,0.15371621423519993
TPOLY.bk,SET,2025-02-05,Engineering & Construction,Industrials,7647986688.0,0.416,0.03368,0.36642238,161.938,0.082329996,0.861,-0.09,7013659471.33,-409693377.66,273961875.14000005,2024-09-30,107055736.265,0.0341,1.1831091853930373,0.550000011920929,1.0700000524520874,0.035821437237836366,0.041484446051683485,0.013997897830153755,-1.4888890213436554,-6.111111243565878,0.5140186775323143,0.7563636199698963
TPP.bk,SET,2025-02-05,Packaging & Containers,Consumer Cyclical,142675008.0,8.502,0.07294,0.47947988,0.403,0.01822,12.514,0.78,652267000.0,388531000.0,32585326.0,2024-09-30,5621500.0,0.0172,0.276872096227672,11.800000190734863,12.800000190734863,0.22838846450248665,0.031308021345160156,0.03940073372906347,4.228205372737003,15.128205372737003,0.9218750011641532,0.720508462929993
TPRIME.bk,SET,2025-02-05,REIT - Office,Real Estate,5541872128.0,1.27,0.05844,0.6253508,35.43,0.00693,9.868,0.1,8661511000.0,247783000.0,506449410.0,2024-09-30,61442500.0,0.0603,0.3780619663180392,7.800000190734863,5.649888038635254,0.09138597901622317,0.05684506651144299,0.011086957364022385,65.30000190734863,78.00000190734863,1.3805583645899955,0.16282050883903237
TQM.bk,SET,2025-02-05,Insurance Brokers,Financial Services,14475717632.0,2.498,0.2185,3.6693192,60.045,0.28022,2.043,1.42,2080111000.0,1812423000.0,1188683256.0,2024-09-30,-123667500.0,0.2677,0.7628153880020853,17.600000381469727,26.566070556640625,0.08211567027062606,0.30537517617058707,-0.008543099771898065,10.635211536246286,12.394366465823751,0.6624991958801494,0.14193181510552896
TR.bk,SET,2025-02-05,Textile Manufacturing,Consumer Cyclical,8484876800.0,0.391,-0.16733,0.25336036,1.991,-0.04974,0.77,-16.89,30775898000.0,-1041128000.0,-3719999000.0,2024-09-30,61571000.0,-0.0355,0.1676257957269214,38.0,39.75,-0.43842699047792894,-0.12510602906967164,0.00725655792668669,-2.2267021906453524,-2.2498519834221433,0.9559748427672956,0.010289473684210527
TRITN.bk,SET,2025-02-05,Engineering & Construction,Industrials,1565582848.0,0.024,-0.97586995,0.91743124,52.83,-0.58333,0.839,-0.06,1131684762.0,-320673179.0,-362956633.0,2024-09-30,-26499726.0,-0.1066,0.8017931463082969,0.10000000149011612,0.12999999523162842,-0.2318348297336482,-0.44753569567698764,-0.016926428412174326,-1.2666666915019356,-1.6666666915019355,0.7692308089084189,0.23999999642372138
TRU.bk,SET,2025-02-05,Auto Parts,Consumer Cyclical,1225202944.0,1.485,0.08293,0.6048387,0.354,0.0508,3.96,0.33,2496304000.0,1371962000.0,59586659.0,2024-09-30,87781000.0,0.0222,0.14083856813488432,3.319999933242798,2.700000047683716,0.04863411346814393,0.015403971443535683,0.07164608967834801,5.560605858311508,10.060605858311508,1.2296295831887,0.44728916562041365
TRUBB.bk,SET,2025-02-05,Specialty Chemicals,Basic Materials,5254015488.0,0.195,-0.03821,0.22365938,118.529,-0.09535,0.567,-0.28,6313678000.0,-1807600000.0,-29142922.0,2024-09-30,-8527000.0,0.05,0.6454302272162241,0.8199999928474426,1.0099999904632568,-0.005546790272423346,-0.006467469493426434,-0.0016229491556458845,-2.2321428315980087,-2.9285714030265804,0.8118811887031139,0.2378048801230647
True.bk,SET,2025-02-05,Telecom Services,Communication Services,823258644480.0,0.49,-0.07373,5.0441365,528.115,-0.19539,0.397,-0.69,598630673000.0,-128593580000.0,24536223000.0,2024-09-30,12371671500.0,0.0189,0.655103041799766,11.600000381469727,9.649999618530273,0.029803784223241248,0.05220061004844994,0.015027684899457565,-16.101449828216996,-16.811594755753227,1.2020726259092271,0.042241377921223545
TSC.bk,SET,2025-02-05,Auto Parts,Consumer Cyclical,3389477888.0,1.565,0.11467,2.2456384,0.205,0.21240999,2.245,1.14,1071606000.0,628573000.0,258011000.0,2024-09-30,119215500.0,0.1412,0.20571852726446913,13.300000190734863,13.173202514648438,0.07612116335482051,0.1517551975409648,0.03517223122241534,10.293859816434091,11.666666833977951,1.009625425248373,0.11766917124484111
TSE.bk,SET,2025-02-05,Utilities - Renewable,Utilities,5609815552.0,0.53,-2.56574,0.39181286,129.385,-0.23607999,0.451,-0.57,7309865000.0,-1954290000.0,-9239629.0,2024-09-30,394920000.0,0.01,0.8988981515277,0.6700000166893005,0.9900000095367432,-0.0016470468439387291,-0.0017252356656381434,0.07039803650214559,-0.2456140643671939,-1.1754386257707028,0.6767676871062029,0.7910447564149498
TSTE.bk,SET,2025-02-05,Farm Products,Consumer Defensive,7514411008.0,0.237,0.03417,1.0391061,34.098,0.023829998,1.233,0.25,4598344000.0,288994000.0,184254080.0,2024-09-30,-74241000.0,0.0539,0.39152634548206133,9.300000190734863,13.761931419372559,0.02452009609320534,0.0377002941069351,-0.009879816251860787,36.25200076293945,37.20000076293945,0.6757772515595688,0.025483870445090047
TSTH.bk,SET,2025-02-05,Steel,Basic Materials,3738230784.0,0.137,0.0013799999,0.36666667,4.821,0.00278,7.293,0.04,6844090000.0,6998915000.0,-158539069.0,2024-12-31,-209480000.0,0.0748,0.8235761328404196,0.5799999833106995,0.5799999833106995,-0.04241018764239035,-0.011452648395344796,-0.05603720372123499,11.074999582767486,14.499999582767487,1.0,0.23620690334849656
TTA.bk,SET,2025-02-05,Conglomerates,Industrials,17287802880.0,5.306,0.065809995,0.30753532,41.708,0.072919995,2.48,0.26,24854744000.0,12694534000.0,149392000.0,2024-09-30,-138001500.0,0.0514,0.8241048390554888,4.300000190734863,5.699999809265137,0.008641468267366084,0.003978558522483442,-0.007982593332299726,-3.8692300356351415,16.538462272057167,0.7543860236179962,1.2339534336376885
TTCL.bk,SET,2025-02-05,Engineering & Construction,Industrials,3054066176.0,3.156,0.01214,0.34343436,88.471,0.065960005,0.996,0.32,5082460000.0,827110000.0,84409693.0,2024-09-30,432360500.0,0.0132,0.5306603204364263,1.7999999523162842,3.5,0.027638462343521925,0.014283559209891751,0.1415688053512564,-4.237500149011613,5.624999850988388,0.5142857006617955,1.753333379780806
TTI.bk,SET,2025-02-05,Textile Manufacturing,Consumer Cyclical,1669791488.0,7.029,-0.03902,0.57751966,24.89,-0.03216,2.039,-1.49,1871011493.0,749113857.0,-118653053.0,2024-09-30,47423388.5,-0.0142,0.3116145715581513,26.0,25.75,-0.07105860453398119,-0.04528525820339092,0.028400784673301677,-12.732214765100672,-17.449664429530202,1.0097087378640777,0.27034615384615385
TTT.bk,SET,2025-02-05,Textile Manufacturing,Consumer Cyclical,2219278080.0,20.275,0.04593,0.43573424,4.086,0.0626,4.398,8.06,3987056000.0,3882600000.0,385889639.0,2024-09-30,123813500.0,-0.0245,0.16604559408141023,53.5,48.595088958740234,0.17388070583745863,0.04903513431845052,0.05578998914818282,4.1222084367245655,6.637717121588089,1.1009342949330598,0.3789719626168224
TTW.bk,SET,2025-02-05,Utilities - Regulated Water,Utilities,36594339840.0,0.789,0.52853,2.330453,26.511,0.19149,1.408,0.71,16810336000.0,184676000.0,3170288652.0,2024-09-30,534594000.0,0.1737,0.2580944470484862,8.949999809265137,8.325531959533691,0.08663330629439768,0.18654230147057266,0.014608652658782325,11.494365928542447,12.605633534176249,1.0750063602862467,0.08815642645972112
TU.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,106685382656.0,3.154,-0.09661999,1.0051122,100.901,0.0915,2.497,1.17,75011491000.0,48278909000.0,8792113000.0,2024-09-30,3388057500.0,0.0698,0.41812893492661374,11.800000190734863,13.522208213806152,0.08241159923800986,0.07131222706715203,0.03175746682115364,7.389743752764841,10.085470248491337,0.8726385516447737,0.2672881312727826
TVO.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,22522222592.0,0.436,0.04656,1.8369689,13.254,0.14097,2.621,1.81,5081850000.0,5606537000.0,1869623002.0,2024-09-30,413975000.0,0.1781,0.200160582923,20.799999237060547,18.803571701049805,0.08301236675744866,0.17492096814982466,0.018380734774686307,11.250828307768257,11.491712285668811,1.1061727829026908,0.02096153923040314
TWP.bk,SET,2025-02-05,Building Materials,Basic Materials,696054656.0,0.172,-0.03802,0.24968107,26.57,-0.04664,3.48,-0.42,940200242.0,689707657.0,-146915385.0,2024-09-30,88269518.5,-0.0206,0.2828762626890353,1.399999976158142,1.5,-0.2110687483139255,-0.09013723112216171,0.12681406228536168,-2.9238094670431956,-3.333333276567005,0.9333333174387614,0.12285714494938756
TWPC.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,4784543232.0,1.388,0.00132,0.39420897,55.67,0.00026,1.742,-0.07,4809478000.0,1725378000.0,-19347333.0,2024-09-30,602856000.0,0.0396,0.4763068761352413,2.319999933242798,3.5399999618530273,-0.004043715786828112,-0.0029606364700308623,0.12600074255113347,-13.314284760611399,-33.14285618918282,0.6553672198426761,0.5982758792841482
TYCN.bk,SET,2025-02-05,Steel,Basic Materials,2701551616.0,0.789,-0.00349,0.24696302,33.644,-0.00392,1.553,-0.37,3665613000.0,916832000.0,-293866308.0,2024-09-30,-526362000.0,0.0586,0.015716157293561572,1.850000023841858,2.299999952316284,-0.10877686225188896,-0.06412871469270226,-0.1948369214501064,-2.867567632005021,-5.000000064437454,0.8043478531287619,0.4264864809901459
UAC.bk,SET,2025-02-05,Chemicals,Basic Materials,3189403392.0,0.409,0.1065,1.1481769,50.143,0.089320004,0.989,0.13,1953496000.0,442281000.0,-456392.0,2024-09-30,157577500.0,0.0103,0.36187794809979257,3.0,3.1516215801239014,-0.0001430963549937806,-0.0001904985313741638,0.04940657566090655,19.930769230769233,23.076923076923077,0.9518909309797464,0.13633333333333333
UBE.bk,SET,2025-02-05,Farm Products,Consumer Defensive,4605577728.0,0.042,0.028350001,0.38854805,31.476,0.03223,1.51,0.07,4685723000.0,1335950000.0,269685963.0,2024-09-30,1010251000.0,0.0454,0.6268129878287478,0.6000000238418579,0.7900000214576721,0.058556380746854264,0.04478588641395838,0.219353805247514,7.97142891202654,8.57142891202654,0.7594936804365716,0.06999999721845003
UMI.bk,SET,2025-02-05,Building Products & Equipment,Industrials,1085679616.0,0.156,0.0141199995,0.38307607,35.464,0.01836,2.221,0.04,1431477000.0,885592000.0,89297582.0,2024-09-30,19418000.0,-0.0186,1.117897651438187,0.5899999737739563,0.6700000166893005,0.08225039936643704,0.038539025812351725,0.01788557113335358,10.849999344348907,14.749999344348907,0.8805969538468792,0.2644067914141425
UNIQ.bk,SET,2025-02-05,Engineering & Construction,Industrials,23867271168.0,2.352,0.0161,0.26757607,282.51,0.02,1.27,0.16,8024765000.0,6867181000.0,1604082911.0,2024-09-30,-246004500.0,0.0573,0.6514346393021394,2.299999952316284,2.5799999237060547,0.06720847556090415,0.10771479503081732,-0.010307190054044808,-0.32500029802322306,14.374999701976776,0.8914728760970028,1.0226087168529492
UOBKH.bk,SET,2025-02-05,Capital Markets,Financial Services,871642688.0,3.684,0.05723,0.5983008,1.426,0.014359999,3.356,0.12,1771042133.0,2671341415.0,315354561.0,2024-09-30,-248329871.5,0.1268,0.16516636278926738,5.050000190734863,5.0,0.36179338775110564,0.07098769333908041,-0.28489870324019745,11.383334922790526,42.08333492279053,1.0100000381469727,0.729504922942174
UP.bk,SET,2025-02-05,Auto Parts,Consumer Cyclical,120397000.0,12.341,0.07744,0.72328115,0.234,0.08816,4.336,2.39,335359000.0,326826000.0,-1649225.0,2024-09-30,1690500.0,-0.0501,-0.002596546237285105,16.5,17.399999618530273,-0.013698223377658912,-0.0024905804269199695,0.014041047534407004,1.7401673640167366,6.903765690376568,0.9482758828585369,0.7479393939393939
UPF.bk,SET,2025-02-05,Textile Manufacturing,Consumer Cyclical,188208992.0,12.113,0.03944,0.6475159,7.371,0.06407,6.189,2.53,118000000.0,302844000.0,23297018.0,2024-09-30,-2003500.0,0.0866,-0.0094420710426942,30.25,32.75,0.12378270428226937,0.0553578475634677,-0.010645081187194287,7.168774703557313,11.956521739130435,0.9236641221374046,0.4004297520661157
UPOIC.bk,SET,2025-02-05,Farm Products,Consumer Defensive,2070120448.0,0.394,0.10087,1.3897405,2.782,0.11145,5.704,0.63,1190673000.0,471458000.0,157024919.0,2024-09-30,129237000.0,0.1449,0.07414341858340386,6.800000190734863,6.25,0.07585303509837124,0.09447204763042143,0.06242970070889325,10.168254271007719,10.793651096404545,1.088000030517578,0.057941174845382054
UTP.bk,SET,2025-02-05,Paper & Paper Products,Basic Materials,4509185536.0,2.874,0.20493001,1.1009175,0.149,0.18327999,8.016,1.03,1618381386.49,2995861369.05,735405167.8299999,2024-09-30,132967231.82,0.259,0.2986406344419678,7.699999809265137,10.456363677978516,0.16309046544187264,0.15937721675935887,0.029488081774065193,4.685436708024404,7.475727970160326,0.7363936494941944,0.3732467624923598
UV.bk,SET,2025-02-05,Utilities - Independent Power Producers,Utilities,25327595520.0,0.651,0.00511,0.21431041,133.63,0.0077899997,1.412,0.01,23704255605.0,3662861784.0,1130377870.0,2024-09-30,965322985.0,0.0204,0.6924943958812549,1.2699999809265137,1.3279999494552612,0.04463028751021368,0.041304235807251906,0.03811348709504344,61.899998092651366,126.99999809265137,0.9563253232407585,0.5125984328953065
UVAN.bk,SET,2025-02-05,Farm Products,Consumer Defensive,7741259776.0,1.457,0.07948,2.094072,1.38,0.24781,5.927,1.47,2774967000.0,2498488000.0,1636496415.0,2024-09-30,679071000.0,0.2486,0.1143714460089396,9.649999618530273,8.018180847167969,0.21139923763746848,0.31032717924017555,0.08772099369476062,5.573469128251887,6.564625590836921,1.2035148374008882,0.1509844619270468
VARO.bk,SET,2025-02-05,Aluminum,Basic Materials,1419707136.0,0.911,-0.00533,0.59562343,119.136,-0.0162,1.107,0.57,798023000.0,158748000.0,72611002.0,2024-09-30,11806500.0,-0.0454,0.44106093675603947,4.599999904632568,3.1600000858306885,0.05114505672245913,0.07589172539719535,0.008316151761598245,6.47192965725012,8.070175271285208,1.4556961328130276,0.198043482366717
VGI.bk,SET,2025-02-05,Conglomerates,Industrials,22935695360.0,0.55,-0.62517,1.4903846,1.693,-0.12087,4.057,-0.28,18436225000.0,7252722000.0,-1017470995.0,2024-09-30,-9259500.0,-0.0265,1.823043818337605,3.119999885559082,1.7899999618530273,-0.04436189873599716,-0.03960734533026986,-0.00040371568660388764,-9.178571019853864,-11.142856734139578,1.7430167329887674,0.17628205774803865
VIBHA.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,38606127104.0,0.125,0.07186,1.9494205,62.64,0.076230004,0.455,0.08,23068504995.0,-3806221418.0,1366320257.0,2024-09-30,261250898.5,0.0613,0.37469520730707184,1.8700000047683716,2.0399999618530273,0.035391280076328475,0.07093241315538754,0.006767083830922053,21.812500059604645,23.375000059604645,0.9166666861453091,0.0668449196156463
VIH.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,5395328000.0,1.386,0.11647,1.4129616,2.48,0.10799,3.834,0.59,2266383000.0,1321058000.0,428235503.0,2024-09-30,73463500.0,0.2754,0.35199735671560306,7.5,9.899999618530273,0.07937154200819672,0.11937074449447392,0.013616132327821403,10.36271186440678,12.711864406779661,0.7575757867668917,0.1848
VNG.bk,SET,2025-02-05,Lumber & Wood Production,Basic Materials,13311457280.0,1.07,0.03655,0.69906634,121.927,0.06819,1.049,0.33,12218788000.0,399043000.0,1029758956.89,2024-09-30,557261000.0,0.0509,0.18479132035120413,2.9200000762939453,3.3325281143188477,0.07735884473273838,0.08161140824361968,0.04186326021849352,5.606060837254379,8.848485079678621,0.8762116855811669,0.3664383465900592
VPO.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,1027485696.0,0.009,-0.08420999,1.091618,69.59,-0.17934999,0.926,0.04,566806512.0,49389089.0,38181933.0,2024-09-30,86821555.0,-0.0105,2.093088382504174,0.5699999928474426,0.5,0.03716054943503564,0.061963981790905384,0.08449904007228146,14.024999821186066,14.249999821186066,1.1399999856948853,0.015789473882342312
