ticker,market,date_pulling,industry,sector,enterpriseValue,totalCashPerShare,profitMargins,priceToBook,debtToEquity,returnOnEquity,currentRatio,trailingEps,Total Non Current Assets,Working Capital,Operating Income,ttm_latest,Free Cash Flow,avg_MF_ROC,beta,price_current,price_past,MF_EarningYield,current_MF_ROC,FCF_Yield,PE_offset_Cash,PE,PriceIndex_6m,percenFCFpersharetoprice
ML.bk,SET,2025-02-05,Credit Services,Financial Services,2225095680.0,0.024,-0.22049999,0.23,75.233,-0.023529999,2.194,-0.05,2380306000.0,-152215000.0,3865802.0,2024-09-30,-7831500.0,0.0312,0.8870036329865926,0.4699999988079071,0.47999998927116394,0.0017373643905506122,0.0017350287757546708,-0.003519623929160655,-8.919999976158142,-9.399999976158142,0.9791666860692207,0.0510638299167507
MODERN.bk,SET,2025-02-05,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1601908992.0,0.831,0.021979999,0.65231574,10.798,0.02416,2.601,0.12,1071944000.0,1308227000.0,88248221.0,2024-09-30,64864500.0,0.0433,0.29833364843049337,2.0,2.4600000381469727,0.05508940984832177,0.03707642055969928,0.040492000684143735,9.741666666666667,16.666666666666668,0.8130081174740657,0.4155
MONO.bk,SET,2025-02-05,Entertainment,Communication Services,7003018240.0,0.043,-0.18100001,3.5593219,129.874,-0.26602,0.264,-0.1,3114780000.0,-1780163000.0,137661854.0,2024-09-30,150062500.0,-0.0162,1.1084697062745017,1.2699999809265137,1.399999976158142,0.019657503276758564,0.10314708564329692,0.02142826062380783,-12.269999809265137,-12.699999809265137,0.9071428589674891,0.0338582682250356
MOSHI.bk,SET,2025-02-05,Department Stores,Consumer Cyclical,15988992000.0,2.999,0.16174,6.035631,64.985,0.23281999,2.634,1.28,2292024613.0,1021238641.0,478248565.0,2024-09-30,60374597.5,0.1379,1.0685391047543045,36.25,46.0,0.02991111415904142,0.14434366614926397,0.0037760102387942905,25.97734375,28.3203125,0.7880434782608695,0.08273103448275862
MSC.bk,SET,2025-02-05,Electronics & Computer Distribution,Technology,2701099008.0,0.806,0.025710002,1.2687054,5.842,0.1012,2.282,0.59,1087994000.0,1402332000.0,292334341.0,2024-09-30,40703000.0,0.1075,-0.03643641709630275,8.0,8.550000190734863,0.10822792505353436,0.11738798093101063,0.015069051478471387,12.193220338983052,13.559322033898306,0.9356724937467409,0.10075
MST.bk,SET,2025-02-05,Capital Markets,Financial Services,11905731584.0,5.502,0.17597,1.0339649,200.563,0.07768,1.365,0.67,3529341000.0,4551556000.0,423900812.0,2024-09-30,715386500.0,0.1273,0.3572647948915951,8.949999809265137,8.506836891174316,0.03560476809083083,0.052457148259654834,0.06008757168365875,5.146268372037517,13.358208670544979,1.0520949118644314,0.6147486164529601
NATION.bk,SET,2025-02-05,Publishing,Communication Services,945634560.0,0.001,-0.86837,0.42253518,97.322,-0.99346,0.489,-0.04,876254000.0,-301876000.0,-356815213.0,2024-09-30,-37970500.0,-0.219,1.3725276197453804,0.03999999910593033,0.029999999329447746,-0.37732886264224524,-0.6212201947149787,-0.04015346055034198,-0.9749999776482582,-0.9999999776482582,1.3333333333333333,0.025000000558793558
NC.bk,SET,2025-02-05,Apparel Retail,Consumer Cyclical,534199712.0,0.3,0.02384,0.8030351,35.909,0.025899999,1.774,0.06,339365366.0,199712498.0,4718945.0,2024-09-30,2545384.0,-0.0238,2.1371561044301766,2.3399999141693115,1.909999966621399,0.008833671928299355,0.008753735434404704,0.004764854684159769,33.99999856948853,38.999998569488525,1.2251308665248513,0.12820513290766444
NCAP.bk,SET,2025-02-05,Credit Services,Financial Services,6660531712.0,0.053,0.17101999,0.3480589,110.33,0.04003,4.009,0.13,5561991192.0,1950184967.0,56310085.0,2024-09-30,-4281099.5,0.0274,3.1689635309924276,1.350000023841858,1.3200000524520874,0.008454292755418983,0.007495841924917778,-0.0006427564172222051,9.976923260321984,10.384615568014292,1.0227272501497566,0.039259258565915806
NCH.bk,SET,2025-02-05,Real Estate - Development,Real Estate,2587193088.0,0.092,0.01932,0.26782197,59.21,0.00855,2.132,0.02,1262896000.0,2586847000.0,42205736.36,2024-09-30,81020500.0,0.0864,0.5000242840710685,0.6800000071525574,0.7300000190734863,0.01631333067321491,0.010963260757925919,0.03131598502477137,29.40000035762787,34.00000035762787,0.9315068347746226,0.13529411622397217
NEO.bk,SET,2025-02-05,Household & Personal Products,Consumer Defensive,11123076096.0,8.082,0.10395,3.9545586,52.62,0.30854,1.904,3.01,4836675000.0,2626988000.0,1333759540.0,2024-09-30,24310340.5,0.264,1.256813350161203,27.75,46.5,0.11990923450390104,0.1787003968426763,0.0021855771092622756,6.53421926910299,9.219269102990033,0.5967741935483871,0.29124324324324324
NEP.bk,SET,2025-02-05,Packaging & Containers,Consumer Cyclical,528891520.0,0.003,-0.17993,0.90163934,0.245,-0.050780002,1.349,-0.02,561999000.0,13319000.0,-47824793.0,2024-09-30,-10180500.0,-0.1382,-0.006964175550397186,0.23999999463558197,0.1899999976158142,-0.09042457893822915,-0.08312757987756336,-0.019248748779333805,-11.849999731779098,-11.999999731779099,1.2631578823536056,0.012500000279396779
NER.bk,SET,2025-02-05,Specialty Chemicals,Basic Materials,17811105792.0,0.11,0.06978,1.10025,111.589,0.23189,3.434,0.94,2183393000.0,10950036000.0,2136534147.0,2024-09-30,253060000.0,0.2219,0.6456356968295233,4.880000114440918,4.434471607208252,0.11995516572360383,0.16267908000264059,0.01420798927114699,5.07446820685204,5.191489483447786,1.10046935614797,0.022540983077948606
NEW.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,657796288.0,7.474,0.102460004,2.4458494,6.814,0.108789995,1.351,3.77,512682450.78,16476607.84,57107027.38,2024-09-30,1084229.7349999999,0.1087,-0.668809479197716,118.0,75.0,0.08681567290936126,0.10792034351434913,0.0016482758488901657,29.317241379310342,31.29973474801061,1.5733333333333333,0.06333898305084745
NEX.bk,SET,2025-02-05,Electronic Components,Technology,1729374720.0,0.194,0.0023999999,0.34196386,1.522,0.01244,1.217,-0.07,3150520000.0,1452197000.0,-31556923.0,2024-09-30,-36180500.0,0.018,1.404455905673585,0.7300000190734863,0.6600000262260437,-0.018247591245002123,-0.006856151051650579,-0.02092114541838567,-7.657143129621233,-10.428571701049803,1.1060605910089287,0.2657534177139121
NFC.bk,SET,2025-02-05,Agricultural Inputs,Basic Materials,7250020864.0,0.343,0.08686,1.1256746,401.43,0.12181,0.887,0.14,7070941000.0,-326028000.0,479025298.0,2024-09-30,115828000.0,0.0164,1.5249494732170457,1.4500000476837158,1.3300000429153442,0.06607226475424388,0.07102023376728506,0.01597622988578478,7.907143197740827,10.357143197740827,1.090225564583692,0.23655171635885186
NL.bk,SET,2025-02-05,Engineering & Construction,Industrials,-196607296.0,1.617,0.0467,0.6657516,2.07,0.11409,1.917,0.15,314970417.45,630713141.44,43882742.379999995,2024-09-30,3588104.2299999967,0.0814,0.6615711961585066,0.9599999785423279,1.399999976158142,-0.22319996903878886,0.04640319900613218,-0.018250107208635822,-4.380000143051148,6.3999998569488525,0.6857142820650217,1.6843750376487159
NNCL.bk,SET,2025-02-05,Utilities - Independent Power Producers,Utilities,2905889024.0,0.273,0.40828,0.89693594,3.892,0.10661,8.639,0.2,2996911000.0,1417295000.0,339318025.0,2024-09-30,-32654000.0,0.0788,0.13074955743038624,1.6299999952316284,1.7899999618530273,0.11676909276216049,0.07686954913295846,-0.011237180680441567,6.784999976158141,8.149999976158142,0.9106145418820204,0.16748466306664364
NOVA.bk,SET,2025-02-05,Solar,Technology,560277312.0,7.491,6.53278,0.8258743,7.414,-0.05404,23.844,-0.28,2409060337.0,446384894.0,-517860791.0,2024-09-30,-206154736.0,-0.0159,-0.3108654292669212,8.899999618530273,12.5,-0.9242937022586415,-0.1813590347935481,-0.36795124768500354,-5.032141494750977,-31.785712923322404,0.7119999694824218,0.8416854293345517
NRF.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,4641023488.0,0.152,0.00978,0.32416505,86.013,0.01511,0.566,0.02,5198292000.0,-1735920000.0,-82030655.0,2024-09-30,57316500.0,0.0561,1.3511104165765246,0.6899999976158142,1.4299999475479126,-0.017675121707981325,-0.023692039734609684,0.012349969817692076,26.89999988079071,34.49999988079071,0.4825174985488561,0.2202898558336405
NSL.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,7736406528.0,1.24,0.08947,4.5587473,7.436,0.30394,1.703,1.65,1259555006.0,608884190.0,630046074.0,2024-09-30,80721085.0,0.2403,0.7102965186295787,26.5,28.13727378845215,0.08143911152027816,0.33720448347948273,0.010433924937611552,15.30909090909091,16.060606060606062,0.9418112145205729,0.04679245283018868
NUSA.bk,SET,2025-02-05,Real Estate - Development,Real Estate,7331418112.0,0.002,-0.67620003,0.2578019,43.778,-0.096590005,0.524,-0.07,12847407000.0,-2242833000.0,-340466428.0,2024-09-30,3444000.0,-0.0029,0.9516057286868235,0.18000000715255737,0.30000001192092896,-0.04643936859128626,-0.03210562046151029,0.0004697590489843829,-2.5428572450365334,-2.5714286736079623,0.6,0.01111111066959524
NVD.bk,SET,2025-02-05,Real Estate Services,Real Estate,10902076416.0,0.012,0.09869,0.39814815,177.519,0.0299,2.886,0.1,2645827825.0,8080569626.0,32019013.0,2024-09-30,-364626345.0,0.0093,0.6758191846633129,1.2699999809265137,1.7999999523162842,0.002936964645836509,0.0029850668079630903,-0.03344558697688732,12.579999809265136,12.699999809265137,0.7055555636500137,0.00944881903954482
NWR.bk,SET,2025-02-05,Engineering & Construction,Industrials,6609969664.0,0.386,-0.14314,0.20667726,620.383,-0.88821,0.902,-0.82,3464334000.0,-41328000.0,-1123765032.0,2024-09-30,14515500.0,-0.0285,0.016543712839169254,0.14000000059604645,0.23999999463558197,-0.1700106186750572,-0.3282977102581766,0.002196001001193097,0.2999999992731141,-0.1707317080439591,0.5833333488553766,2.7571428454043914
NYT.bk,SET,2025-02-05,Marine Shipping,Industrials,5126475776.0,0.875,0.31143,1.0622582,80.316,0.15059,1.064,0.41,5497622000.0,-20940000.0,457245319.0,2024-09-30,149050500.0,0.0743,0.6477395442890476,3.059999942779541,2.819999933242798,0.0891929151680829,0.08348947757054362,0.029074652161196517,5.329268153120832,7.463414494584247,1.085106388375251,0.285947717765379
OGC.bk,SET,2025-02-05,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1733744640.0,2.5,-0.030030001,0.16266511,72.228,-0.02954,0.984,-5.14,2416328000.0,-117071000.0,156029000.0,2024-09-30,-59342000.0,0.0705,0.19184008449831777,15.5,22.5,0.08999537555888276,0.06786061758211458,-0.034227647273360855,-2.5291828793774322,-3.0155642023346307,0.6888888888888889,0.16129032258064516
OHTL.bk,SET,2025-02-05,Lodging,Consumer Cyclical,7903107584.0,15.559,0.12179,2.276724,118.611,0.14899,0.305,23.68,5400583390.0,-789007549.0,521817699.0,2024-09-30,106209553.5,-0.0114,0.8613786783051439,310.0,360.0,0.06602690061519982,0.11315387992986929,0.01343896086079144,12.43416385135135,13.091216216216216,0.8611111111111112,0.05019032258064516
ONEE.bk,SET,2025-02-05,Entertainment,Communication Services,7704918016.0,0.611,0.07321,1.1274184,0.967,0.06998,1.948,0.2,5028433000.0,2198288000.0,611591884.0,2024-09-30,224598000.0,0.1217,1.2812235098520541,3.440000057220459,3.050279140472412,0.07937681916017418,0.08462923696653019,0.029149953254999045,14.145000286102295,17.200000286102295,1.1277656564532283,0.17761627611532416
OR.bk,SET,2025-02-05,Oil & Gas Refining & Marketing,Energy,132365156352.0,2.793,0.0066299997,1.2686905,28.507,0.044770002,1.946,0.4,91737969945.0,53314596009.0,435975023.0,2024-09-30,152870556.0,0.0818,1.307668213984399,11.399999618530273,14.738710403442383,0.003293729520785721,0.0030056346823830694,0.0011549153887105289,21.517499046325685,28.499999046325684,0.7734733437647083,0.24500000819825318
ORI.bk,SET,2025-02-05,Real Estate - Development,Real Estate,47796965376.0,1.043,0.15009,0.4095827,179.711,0.11304,1.967,0.63,18669883000.0,27650277000.0,1467147254.0,2024-09-30,571155500.0,0.1231,1.7509504690985853,3.380000114440918,4.178487777709961,0.0306954059208263,0.03167405410516717,0.011949618464413869,3.70952399117606,5.365079546731616,0.8089051097556021,0.3085798712088273
ORN.bk,SET,2025-02-05,Real Estate - Development,Real Estate,2507889920.0,0.143,0.081,0.40803513,65.967,0.03046,2.472,0.05,557683056.0,2370141362.0,100512083.0,2024-09-30,-46627429.5,0.0962,1.2143967930079387,0.6499999761581421,0.7099999785423279,0.04007834721868494,0.03432995584778267,-0.018592295111581295,10.13999952316284,12.999999523162842,0.9154929518344925,0.2200000080695522
OSP.bk,SET,2025-02-05,Beverages - Non-Alcoholic,Consumer Defensive,63558238208.0,0.626,0.09144,2.8886845,12.376,0.15394,1.473,0.49,14112592000.0,1764755000.0,3099835699.0,2024-09-30,19499500.0,0.1336,0.8193372219401984,15.5,22.89339256286621,0.04877157999338357,0.19523637664403254,0.00030679736490155926,30.355102040816327,31.63265306122449,0.6770512477535321,0.04038709677419355
PAF.bk,SET,2025-02-05,Footwear & Accessories,Consumer Cyclical,676804224.0,0.157,-0.00071000005,0.82373786,28.743,0.00018999999,1.41,-0.03,577378000.0,168888000.0,-30063369.0,2024-09-30,25325500.0,-0.0633,0.9601736259146781,0.8999999761581421,1.0299999713897705,-0.04441959422522753,-0.04028505787480603,0.03741924045674987,-24.76666587193807,-29.999999205271404,0.8737864088906522,0.17444444906564419
PAP.bk,SET,2025-02-05,Steel,Basic Materials,2783337984.0,0.348,-0.01801,0.5839895,88.803,-0.06963,1.327,-0.4,1494228000.0,464614000.0,-162195094.0,2024-09-30,2443000.0,0.0329,0.435336032939752,1.7799999713897705,1.899999976158142,-0.05827358909783053,-0.08280151946915576,0.0008777230843122788,-3.5799999284744266,-4.449999928474426,0.9368421019609615,0.19550562111992173
PATO.bk,SET,2025-02-05,Agricultural Inputs,Basic Materials,1120561536.0,0.903,0.13274,2.3336215,2.318,0.18242,6.129,0.6,124154865.0,388688680.0,98761556.0,2024-09-30,28136543.5,0.173,0.050153264606408725,8.199999809265137,9.5,0.08813577195639169,0.19257638506496166,0.02510932474126972,12.161666348775228,13.666666348775228,0.8631578746594881,0.1101219537809873
PB.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,19940061184.0,14.477,0.22636,2.2228184,0.144,0.14913,7.055,3.79,5518554000.0,6639799000.0,1815070233.0,2024-09-30,531239937.5,0.1716,0.11504116756692317,57.75,59.60258483886719,0.09102631211866195,0.14928586404754,0.02664184089496523,11.417678100263851,15.237467018469657,0.9689177097960505,0.2506839826839827
PCC.bk,SET,2025-02-05,Conglomerates,Industrials,4682668544.0,0.267,0.06618,1.0346168,42.298,0.11282,1.22,0.29,2972406000.0,759495000.0,475599527.0,2024-09-30,-15296000.0,0.1179,0.18331985308498777,2.6600000858306885,2.6561074256896973,0.1015659174957825,0.1274416247912257,-0.0032665134967964113,8.251724433898927,9.17241408907134,1.0014655507165642,0.10037593661077604
PCSGH.bk,SET,2025-02-05,Auto Parts,Consumer Cyclical,4676599808.0,1.335,0.18617001,1.0766423,3.681,0.13283,7.699,0.33,2598607000.0,2716067000.0,572969237.0,2024-09-30,114218500.0,0.1039,0.0621650311564479,3.5,4.719583511352539,0.12251833822082729,0.10780891490240041,0.024423406895884642,6.5606060606060606,10.606060606060606,0.7415908610539597,0.3814285714285714
PDJ.bk,SET,2025-02-05,Luxury Goods,Consumer Cyclical,1583290752.0,0.385,0.033570003,0.47310758,28.747,0.069359995,2.01,0.05,1359873000.0,1202426000.0,237285361.0,2024-09-30,-90661000.0,0.0384,0.03864435973609869,1.909999966621399,2.0799999237060547,0.1498684690100432,0.09260642922625345,-0.05726111889776263,30.499999332427976,38.19999933242798,0.9182692484037417,0.20157068415086254
PEACE.bk,SET,2025-02-05,Real Estate - Development,Real Estate,2363371008.0,0.147,0.093030006,0.55742866,51.095,0.03479,3.168,0.16,20671000.0,2422917000.0,109666108.0,2024-09-30,-157022000.0,0.1496,0.09895783768616602,2.4800000190734863,2.7799999713897705,0.04640240894416523,0.044879131834008025,-0.06643984354063803,14.58125011920929,15.50000011920929,0.8920863469770797,0.0592741930925139
PERM.bk,SET,2025-02-05,Steel,Basic Materials,3307660288.0,0.213,-0.09092,0.41194645,481.87,-0.48014998,0.541,-0.48,2390128000.0,-1412767000.0,-267429969.0,2024-09-30,-115030500.0,0.0215,0.0692426551348678,0.38999998569488525,0.8399999737739563,-0.08085170353503969,-0.273624555307609,-0.03477699944499258,-0.36874997019767763,-0.8124999701976776,0.4642857117515031,0.5461538661866505
PF.bk,SET,2025-02-05,Real Estate - Development,Real Estate,32466993152.0,0.268,-0.02545,0.09546539,228.55,-0.05314,1.088,-0.05,23231068000.0,5187649000.0,399193000.0,2024-09-30,144939000.0,-0.007,0.5830052069636253,0.11999999731779099,0.1599999964237213,0.01229534863703291,0.014046833993244663,0.004464195354384753,2.9600000536441806,-2.3999999463558197,0.75,2.2333333832522246
PG.bk,SET,2025-02-05,Apparel Manufacturing,Consumer Cyclical,611529024.0,2.714,-0.013040001,0.58445734,0.563,-0.00656,7.137,0.06,868025000.0,678116000.0,-28675906.0,2024-09-30,-15288500.0,-0.0275,-0.014304790934183319,9.100000381469727,8.649999618530273,-0.046892142277126,-0.018546759965617624,-0.02500044871132723,106.4333396911621,151.66667302449545,1.0520232118826283,0.29824174573953877
PHG.bk,SET,2025-02-05,Medical Care Facilities,Healthcare,3943403008.0,2.903,0.12696,2.2619593,0.757,0.22215,4.294,1.0,984598000.0,1067780000.0,370824735.0,2024-09-30,63999500.0,0.2747,0.3711998807083241,14.800000190734863,15.399999618530273,0.09403673280354713,0.18068052522488548,0.01622951036710271,11.897000190734863,14.800000190734863,0.9610389972300095,0.19614864612078478
PIN.bk,SET,2025-02-05,Real Estate - Development,Real Estate,9099596800.0,0.488,0.44117,2.0740976,59.408,0.58524,4.474,1.78,1453783000.0,4634169000.0,2013672319.0,2024-09-30,-95924500.0,0.1184,1.445309592999456,6.5,4.340000152587891,0.22129247737658003,0.3307635012562517,-0.01054162092105004,3.3775280898876407,3.651685393258427,1.4976957998778242,0.07507692307692307
PJW.bk,SET,2025-02-05,Packaging & Containers,Consumer Cyclical,2989989888.0,0.143,0.037550002,0.9837545,110.333,0.09676,0.873,0.19,2175798000.0,-214530000.0,204017859.73,2024-09-30,-54384000.0,0.1179,0.3001730175335315,2.200000047683716,2.559999942779541,0.06823362866503446,0.10402344795815767,-0.018188690275597347,10.826316040440611,11.578947619387979,0.8593750378349805,0.06499999859116297
PK.bk,SET,2025-02-05,Specialty Industrial Machinery,Industrials,964542336.0,0.296,-0.09698,0.2145359,58.094,-0.13654,0.887,-0.36,2074942000.0,-137427000.0,-188763806.0,2024-09-30,38168000.0,-0.0308,0.8568771724121147,0.4699999988079071,0.6100000143051147,-0.19570297638029235,-0.09742572625244192,0.039571098722617395,-0.4833333300219642,-1.3055555522441864,0.7704917832556291,0.6297872356399252
PL.bk,SET,2025-02-05,Rental & Leasing Services,Industrials,9508300800.0,1.134,0.02939,0.26686713,292.512,0.02528,0.716,0.11,9781738000.0,-1747439000.0,345001777.0,2024-09-30,-128542500.0,0.0409,0.4566324691253895,1.4299999475479126,1.6200000047683716,0.0362842724748464,0.04294111745156609,-0.013518977018480526,2.6909086140719336,12.999999523162842,0.8827160144066634,0.7930070220943172
PLANB.bk,SET,2025-02-05,Advertising Agencies,Communication Services,36020568064.0,0.194,0.11248,3.4371908,45.166,0.11778,1.186,0.24,12305934000.0,958273000.0,1624478932.0,2024-09-30,384601500.0,0.0664,1.2340128191759419,7.0,6.689107894897461,0.04509864833651947,0.12247086704844097,0.010677274698074012,28.358333333333334,29.166666666666668,1.0464773643940908,0.027714285714285716
PLAT.bk,SET,2025-02-05,Real Estate Services,Real Estate,8934719488.0,0.194,0.12556,0.6713133,35.485,0.03612,1.146,0.11,10477463000.0,315040000.0,683317310.0,2024-09-30,-41746500.0,-0.0032,1.1890452702903966,1.850000023841858,2.059999942779541,0.07647887669195956,0.06331407181448084,-0.00467239067282064,15.054545671289619,16.818182034925982,0.8980582889461968,0.1048648635134199
PLE.bk,SET,2025-02-05,Engineering & Construction,Industrials,6299427840.0,0.052,-0.0395,0.17748198,301.778,-0.19224001,0.981,-0.46,2887305000.0,-417742000.0,-460219473.0,2024-09-30,574849000.0,0.0156,1.0244648951747652,0.33000001311302185,0.36000001430511475,-0.07305734499849434,-0.1863566440702262,0.09125416063183288,-0.6043478545935258,-0.7173913328543953,0.9166666666666666,0.15757575131425977
PLUS.bk,SET,2025-02-05,Beverages - Non-Alcoholic,Consumer Defensive,3374204672.0,0.311,0.10589,2.2354105,2.375,0.12828,1.635,0.18,1235231201.0,140861408.0,174607834.0,2024-09-30,-71208859.5,0.2321,1.602750984645177,4.599999904632568,5.0,0.05174784904097246,0.12688668833624991,-0.0211038945239182,23.827777247958714,25.555555025736492,0.9199999809265137,0.06760869705384083
PM.bk,SET,2025-02-05,Food Distribution,Consumer Defensive,4908510208.0,0.056,0.12751001,2.860528,18.501,0.40710998,1.862,1.09,1315914000.0,703152000.0,621937315.0,2024-09-30,27282500.0,0.2504,0.3900927081637425,8.399999618530273,6.956250190734863,0.12670592270264663,0.3080321866645271,0.005558203781573963,7.655045521587407,7.7064216683763975,1.2075470818629213,0.006666666969420432
PMTA.bk,SET,2025-02-05,Agricultural Inputs,Basic Materials,979617024.0,4.293,0.03474,0.50961244,31.526,0.08745,2.355,1.56,669368000.0,1053634000.0,257505985.0,2024-09-30,-85108500.0,0.0781,0.4631495963544437,8.350000381469727,8.199999809265137,0.2628639342633556,0.14945193621365502,-0.08687935990789805,2.6006412701729014,5.352564347095979,1.0182927531333725,0.5141317130388403
POLY.bk,SET,2025-02-05,Metal Fabrication,Industrials,3761819392.0,0.688,0.23448999,2.7480125,5.236,0.18228,3.524,0.59,923407177.0,378058265.0,206294741.0,2024-09-30,49950964.5,0.1202,0.2878075238961189,7.800000190734863,9.042135238647461,0.05483908702228307,0.15850958031046974,0.013278405817734696,12.054237611415024,13.220339306330278,0.8626281276347733,0.0882051260482317
PORT.bk,SET,2025-02-05,Marine Shipping,Industrials,2383770624.0,0.034,0.01911,0.5644403,119.304,0.011720001,0.371,0.03,2914928113.0,-329160459.0,65219193.0,2024-09-30,58586569.0,0.023,0.5234562002424655,1.149999976158142,1.5099999904632568,0.02735967644846688,0.0252223717390503,0.024577267800075048,37.1999992052714,38.333332538604736,0.7615893929941884,0.02956521800425194
PPP.bk,SET,2025-02-05,Pollution & Treatment Controls,Industrials,851638016.0,0.042,-0.09731,0.52212036,21.76,-0.13545,1.202,-0.36,915570000.0,64312000.0,-22190582.0,2024-09-30,-1836500.0,0.0042,0.35944566160052077,1.409999966621399,1.6699999570846558,-0.026056354440617175,-0.022646177805082653,-0.002156432622190506,-3.7999999072816637,-3.9166665739483304,0.8443113789552769,0.029787234747699454
PPPM.bk,SET,2025-02-05,Packaged Foods,Consumer Defensive,588784384.0,0.009,-0.16069001,0.66590124,26.959,-0.27733,0.447,-0.28,807704135.0,-159839219.0,-144667635.0,2024-09-30,-31255691.5,-0.2888,1.2078104174814197,0.5400000214576721,0.20000000298023224,-0.24570562489646464,-0.22329907273447727,-0.0530851230932103,-1.8964286480631145,-1.9285715052059718,2.700000067055224,0.01666666600439286
PRM.bk,SET,2025-02-05,Oil & Gas Midstream,Energy,25598744576.0,1.639,0.27108,1.5275388,72.945,0.20591,1.47,0.97,15995796000.0,1243343000.0,2675066000.0,2024-09-30,632537500.0,0.1276,0.340934767075231,7.349999904632568,8.064260482788086,0.1044998902996203,0.1551739909980423,0.024709707857823348,5.8876287676624415,7.577319489311926,0.9114288805923375,0.2229932001722842
PROSPECT.bk,SET,2025-02-05,REIT - Industrial,Real Estate,4860395008.0,0.131,0.47529998,0.90361446,48.394,0.082049996,3.711,0.78,5312134000.0,-142644000.0,408926306.0,2024-09-30,100578000.0,0.0886,0.09746258528077831,8.399999618530273,7.879477500915527,0.0841343770057629,0.07910380056833459,0.02069337982498397,10.601281562218299,10.769230280167017,1.0660604865683372,0.015595238803465652
PRTR.bk,SET,2025-02-05,Staffing & Employment Services,Industrials,2364014848.0,0.631,0.031489998,1.443787,1.877,0.14025,4.081,0.37,261309837.0,1500654612.0,276574591.0,2024-09-30,-27335129.5,0.37,0.6731689941028215,3.640000104904175,4.099999904632568,0.11699359301147672,0.15696945029564555,-0.0115630109189568,8.13243271595723,9.837838121362635,0.8878049242858171,0.17335164335568376
PSH.bk,SET,2025-02-05,Real Estate - Development,Real Estate,36263997440.0,1.485,0.04264,0.31003523,42.338,0.022449998,2.431,0.38,24316140000.0,27086593000.0,841097084.0,2024-09-30,993421500.0,0.0574,1.1574701728105217,6.599999904632568,8.508196830749512,0.023193722241780526,0.01636288646364387,0.027394153158201855,13.460526064822547,17.368420801664655,0.7757225221658577,0.2250000032511625
PSL.bk,SET,2025-02-05,Marine Shipping,Industrials,14209087488.0,1.095,0.24392,0.58213484,41.659,0.08839,1.38,0.94,21126982000.0,589060000.0,1807945085.0,2024-09-30,-486125000.0,0.1274,0.6068048501993129,5.949999809265137,7.559192657470703,0.12723864826132317,0.08325389520797574,-0.0342122603165437,5.164893414111848,6.329787031133124,0.7871210695211993,0.1840336193448113
PSP.bk,SET,2025-02-05,Specialty Chemicals,Basic Materials,7103206912.0,0.445,0.04782,1.6872604,46.066,0.28603,1.671,0.43,3027937317.0,1561851326.0,841798305.0,2024-09-30,115978779.5,0.1855,0.3417958815179328,3.940000057220459,4.728268623352051,0.11850961339418181,0.18340676891164637,0.016327664523479956,8.127907109815022,9.162790830745253,0.8332860019334608,0.11294416079626479
PT.bk,SET,2025-02-05,Information Technology Services,Technology,2800447744.0,0.192,0.0779,3.7236083,13.698,0.43345,1.453,1.06,407916000.0,515996000.0,390302816.0,2024-09-30,-6715000.0,0.2208,0.06405365877655789,9.699999809265137,8.028846740722656,0.13937157614750337,0.42244587796240335,-0.0023978308520082136,8.969811140816166,9.150943216287864,1.2081436005081925,0.019793814822203153
PTECH.bk,SET,2025-02-05,Business Equipment & Supplies,Industrials,763670208.0,0.12,-0.13891,0.29733586,54.609,-0.19625999,0.477,-1.27,1324106000.0,-470038000.0,-244104075.0,2024-09-30,45129000.0,0.0188,-1.0319635641229794,1.1699999570846558,5.800000190734863,-0.31964593150660137,-0.28581339542050516,0.05909488091487785,-0.8267716197516973,-0.9212598087280753,0.2017241238980746,0.10256410632613155
PTG.bk,SET,2025-02-05,Specialty Retail,Consumer Cyclical,40380407808.0,1.876,0.0060900003,1.39787,304.654,0.14787,0.434,0.82,41770794000.0,-12102031000.0,2216835595.0,2024-09-30,459472000.0,0.0686,1.1023549255777545,7.349999904632568,7.66292142868042,0.05489879165016282,0.07471951543783609,0.011378587412605855,6.675609639795816,8.963414517844596,0.9591642003692399,0.2552380985498506
PTL.bk,SET,2025-02-05,Specialty Chemicals,Basic Materials,13132229632.0,2.102,0.03402,0.46025294,13.613,0.03959,2.648,1.36,14262485000.0,6820309000.0,1389043544.0,2024-09-30,143335000.0,0.1297,0.700895557542928,10.0,10.332000732421875,0.10577362587501851,0.06588517366341481,0.010914749742932306,5.80735294117647,7.352941176470588,0.9678667529145585,0.2102
PTT.bk,SET,2025-02-05,Oil & Gas Integrated,Energy,2062370996224.0,13.73,0.03578,0.77409285,68.608,0.09142999,1.787,4.13,2347456043142.0,425895937364.0,170534030867.0,2024-09-30,42273514546.5,0.0762,0.4901260912541265,31.0,30.525362014770508,0.08268833841206609,0.06149022268564914,0.020497531542044898,4.181598062953995,7.506053268765133,1.0155489715404464,0.44290322580645164
